Case,TCGA-CS-4942,TCGA-CS-4943,TCGA-CS-5393,TCGA-CS-5394,TCGA-CS-6290,TCGA-CS-6665,TCGA-CS-6666,TCGA-DB-5273,TCGA-DB-5277,TCGA-DB-A4XB,TCGA-DB-A4XD,TCGA-DB-A4XF,TCGA-DB-A64X,TCGA-DB-A75L,TCGA-DB-A75O,TCGA-DH-5142,TCGA-DH-A66B,TCGA-DH-A66D,TCGA-DH-A7UT,TCGA-DH-A7UU,TCGA-DH-A7UV,TCGA-DU-7010,TCGA-DU-7298,TCGA-DU-7299,TCGA-DU-A5TP,TCGA-DU-A5TW,TCGA-DU-A6S7,TCGA-E1-5302,TCGA-E1-5303,TCGA-E1-5304,TCGA-E1-5305,TCGA-E1-5307,TCGA-FG-7636,TCGA-FG-8185,TCGA-FG-A6J3,TCGA-FG-A87N,TCGA-HT-7477,TCGA-HT-7479,TCGA-HT-7601,TCGA-HT-7686,TCGA-HT-7855,TCGA-HT-8106,TCGA-HT-8563,TCGA-HT-A5R7,TCGA-HT-A618,TCGA-HT-A74O,TCGA-HW-8319,TCGA-HW-8320,TCGA-HW-8321,TCGA-P5-A5EU,TCGA-P5-A5EZ,TCGA-P5-A72W,TCGA-P5-A72X,TCGA-S9-A6TS,TCGA-S9-A6U1,TCGA-S9-A6U6,TCGA-S9-A6U9,TCGA-S9-A6WG,TCGA-S9-A6WL,TCGA-S9-A6WN,TCGA-S9-A7IS,TCGA-S9-A7IZ,TCGA-S9-A7QW,TCGA-S9-A7QX,TCGA-S9-A7R4,TCGA-S9-A7R8,TCGA-S9-A89Z,TCGA-TM-A84F,TCGA-TM-A84I,TCGA-VV-A86M,TCGA-WY-A858
NRXN2,374.6318163,337.9126651,243.2749594,500.50731,200.8972106,145.8013039,224.9910961,331.1576399,118.4785037,326.9888434,272.641752,203.8935952,248.4454646,380.0063299,308.6797015,274.4359454,162.9661767,285.8262896,241.0185566,289.5486192,278.7018994,122.5902439,184.693644,394.8721474,191.9978679,245.3073219,351.6331879,412.7064051,242.2724658,664.8817546,232.8613657,254.5093569,349.3882072,297.6609935,62.7914034,341.9392488,241.9807012,207.0138356,233.16336,143.5224352,240.6213598,74.57292499,49.89614547,278.1948628,174.1072472,259.6905546,333.6695063,241.4616419,210.6993017,194.3780185,188.5123574,245.9096656,311.4446375,288.2349844,364.4473727,344.5455649,240.2212248,145.1670245,451.7169816,634.070485,337.9412196,353.6611795,332.7813404,243.2271988,227.1771976,328.6859198,201.829833,254.1016556,126.9610762,190.4309088,211.4573914
AGRN,263.3102796,256.3220215,152.022665,141.5578163,216.0336192,162.3295321,320.2545391,339.818474,170.5402873,281.3353036,296.0911119,230.9414801,280.9536365,228.1017199,241.2702704,258.3493847,346.3088495,377.8295748,308.6819264,302.7559354,247.7721276,264.4287664,150.3126571,167.9883261,165.0542987,172.1437389,353.8195342,225.8435576,140.60625,352.1868612,209.4517792,128.8874389,325.0926092,327.5577349,375.8107559,525.0935656,448.3420433,123.8749146,218.8899898,217.6298291,234.4443131,139.9167827,316.0213568,185.4463016,173.4328015,418.2508422,210.8700712,347.2156311,242.3075639,287.6222321,214.5940029,175.3854047,308.3110383,338.9510222,402.6793913,294.4389568,244.8060966,269.7752803,307.9877904,202.2420418,758.6038779,294.5665233,366.3985774,260.7409497,267.5211475,291.9068121,282.1469124,183.3167755,157.9514106,248.1472825,263.0439782
ITPKB,224.4325072,133.764618,189.0394981,219.1177629,443.0336414,220.8805079,212.5142368,301.037934,193.636187,153.4711769,161.9512644,229.2005258,324.1964281,175.1615566,468.6016349,255.031772,473.1061631,261.2852312,297.4097475,343.9195169,315.7884135,303.6463573,185.5876448,202.7662477,129.0630176,162.2008668,233.731703,301.9398586,309.2742124,78.31914377,204.6766871,215.2625887,230.5597868,247.4143735,269.6998506,58.00069428,138.6278111,384.8144424,433.4656641,288.1338174,193.5947827,301.6320666,443.5855082,235.2510107,407.5408593,160.2965435,219.447574,178.8347563,220.8031649,376.8249555,242.4385783,311.8517611,518.0132797,370.5715449,227.2881581,176.3543812,277.0574131,278.6881856,189.0290535,1180.453195,93.19568849,525.2612737,152.9852499,216.4092671,247.0824778,119.5594682,237.3333586,354.2781783,209.0089208,44.49911265,294.5356057
PRKCA,275.4219149,363.6477324,285.6873917,357.6976126,278.0076399,249.1837515,281.7143969,215.4979669,243.7778857,461.8678241,364.3771227,400.3944433,198.6733716,263.3543634,321.867791,189.2196088,387.7036354,268.0622584,151.507769,168.4048277,218.1363089,218.6278857,285.6698097,428.4346681,172.30578,191.6307721,273.6842641,265.3423442,221.8959232,227.1462933,268.3600907,340.1185141,344.0890677,219.2260145,60.66605683,168.626714,372.848439,288.7358547,176.4119924,234.9142936,366.4508785,167.3112676,231.1028486,212.9405347,311.9692177,122.23246,225.1555656,314.2145217,247.965726,192.6183316,142.8936202,235.7172798,313.9316183,230.9256416,314.0380662,310.6400893,181.3776324,363.5823332,546.3247166,627.5396988,220.7636838,235.5824431,351.4684247,293.0319299,249.6767063,256.5233383,132.6558375,271.4100656,209.9812488,217.4675832,167.838946
CAPZB,287.5900551,244.9162963,254.0446652,137.9918411,328.6005606,334.327535,234.0713536,330.0665083,217.4635527,176.0840783,221.5395973,211.0340382,278.7679833,239.6689951,301.9224324,318.567899,356.3022734,252.0849027,212.8684135,225.6748931,268.9346019,259.303203,211.0741227,232.9168696,269.5687323,249.3442757,353.6584349,247.4787789,360.3643963,256.1056799,204.2341171,229.9372905,284.260865,246.3089474,428.881838,193.3095293,190.719614,278.7550137,356.5491245,378.0407509,272.5394858,381.4049512,432.7377097,185.0143241,311.9442381,411.9468942,164.135863,263.9702864,233.5340374,290.5808302,232.2957153,353.2675107,256.7807937,252.8501149,251.3877163,226.7115243,360.1091425,255.9627502,130.7730572,135.1023548,198.9940005,240.8682317,211.2421119,245.6651926,252.7558449,214.1069536,343.0721197,243.4335751,280.5266725,276.5689066,394.4707327
BCR,212.320872,71.21359714,446.2871292,374.7118661,224.1893035,68.50752523,255.2888108,216.4981705,73.20102532,211.0442549,719.2899048,352.6317205,215.909618,376.885002,483.454562,187.2329005,245.9391095,195.1989429,178.4458464,210.3277102,431.9107288,81.66412841,226.9690802,193.11629,135.5161669,424.7524679,419.2717757,322.953384,284.8115362,123.9395283,380.9823502,598.7198594,225.3789325,391.3876948,115.0811033,76.90067689,81.71382213,197.5747565,131.7483238,169.6768221,467.0051301,110.9554217,102.3458162,213.4233328,119.4270838,237.3596232,187.4331708,362.7614499,403.2284776,153.3637177,219.641288,288.1772259,251.9311814,224.7429819,372.9481004,641.4272129,381.6449542,195.0989638,318.170941,205.0030269,85.43636592,205.836072,229.4656753,427.843041,235.3478134,645.8783658,116.1100396,360.5102948,151.848512,541.6366865,161.1723729
HADHA,221.211526,239.5743751,276.2719603,364.8105929,260.9359872,217.6576825,358.9078993,323.6788602,143.896797,184.467674,288.4244686,217.9726243,305.9641866,230.937435,280.1163823,289.59666,307.4582626,266.9122193,265.5325129,227.9297971,314.8283812,145.6787763,278.3057012,240.0042429,164.2116216,218.9923574,267.6775718,299.9711355,323.9680508,278.8743201,242.6444815,343.7468784,333.0649721,390.4330118,334.4603183,246.8124695,125.7821466,310.6353547,255.9893468,286.2727174,258.4031587,230.3650777,232.7057865,154.4708248,263.1342589,356.039432,145.3987502,293.8467998,272.9728008,243.5526439,289.9409874,384.3146301,249.17063,326.7225931,310.9140537,223.6216158,252.141898,214.6482514,266.136684,237.4976801,176.7215539,213.0902062,315.5579992,411.2497538,263.0115498,259.4787996,224.3813247,316.939899,261.9903997,312.3669032,301.6466195
RPS21,187.8904111,347.0444625,272.7250526,130.1391074,232.3219582,227.722262,249.4240062,189.6291179,411.8494872,126.9801477,174.9581215,146.8962398,436.3288834,230.4070148,334.7947347,243.728744,284.9730574,236.1486196,465.3409528,210.7648874,258.0194385,170.2563856,201.1037881,187.5225347,284.515206,502.3267999,236.5854589,237.4901005,314.1180385,287.3710126,241.4099441,262.6530116,350.1452255,343.5361602,603.5038161,180.9916287,185.4111556,215.7236259,129.087509,302.1316596,241.431464,201.507024,121.4878933,154.1150755,171.1846475,446.9391403,138.5584652,230.5062751,202.5825276,150.9658954,269.5103628,684.2997553,182.7682341,261.2229386,229.2433253,227.7762881,226.9905867,237.2505803,209.4652532,148.8010837,257.8173931,214.5277605,398.3325076,388.0639377,220.2188309,312.9234451,164.9756277,292.6645789,412.6183246,545.9119749,326.5034169
CELSR2,379.4161951,374.6925218,223.5627414,156.0303614,228.6357703,300.8209603,215.9108441,302.2427189,245.7528302,353.508388,320.6243729,354.8016043,228.580895,222.879109,266.4712766,238.5015765,254.3968446,353.4528123,227.8373771,227.3085484,528.9784625,486.6774581,246.5915521,282.5577764,165.874806,233.4207319,312.7162657,289.1328005,306.2704973,287.9111451,394.841758,286.9227148,388.5166573,263.3760483,203.6266715,207.5236964,174.1256101,277.8590331,298.7334268,307.695157,261.5220607,150.9709968,147.3772268,361.7702121,218.2460607,252.264717,346.4659617,312.5557871,357.1885269,228.5082655,193.5596374,216.1549478,286.7737844,255.291236,349.4860937,245.3971125,187.2200735,125.3715186,173.0669105,203.0915744,232.3104935,331.6776096,318.1683366,286.986701,204.2412689,316.4262137,247.9940615,171.1519004,212.649979,110.1639053,161.7437913
ABCA3,224.4136668,278.1950299,217.1138189,431.881269,156.4095344,194.3597238,436.0108273,301.3561796,222.5837844,263.2849063,246.152172,319.9572744,243.9358173,255.9488587,256.1558351,243.0150723,400.6538274,299.6267797,247.4727843,300.2479257,218.1989201,174.2847314,231.5754359,234.791221,325.4295091,240.722139,276.8832311,264.9693256,168.0726358,182.2530122,284.059658,212.7428914,267.1332931,277.2943645,300.0485084,267.9691631,253.468861,183.1973474,406.3823779,194.227495,287.8302147,216.6247867,339.0030347,230.3467696,145.3058631,388.7879045,168.4168628,281.4062908,280.1297021,200.1985304,206.6246142,348.6853396,293.8368121,288.873784,264.9038735,256.1491535,152.4012282,152.8981006,387.9150186,616.8408886,312.6521878,313.0557163,259.1552095,349.2052982,237.9662921,259.1777804,397.3645375,160.6471102,177.5013914,197.5363135,199.7115226
RHOC,169.3933293,152.2989173,205.7207184,77.55995224,370.6000597,183.9890732,252.3450867,406.6046595,155.1978787,146.2852355,157.6949517,219.4612695,314.3194791,157.2292244,597.3161092,470.5222345,401.6852583,258.4101309,287.2587246,191.5751591,202.4209784,376.1095561,243.4398309,239.7260204,234.0209624,153.9525251,193.3648821,306.1052655,434.9430725,237.0971868,244.9039125,188.6949238,281.019875,232.8930956,852.5440772,215.4221979,232.6199817,272.6289897,293.60186,441.9120974,185.08868,201.9030481,239.0429914,153.3273486,348.5642149,671.2367687,132.5712736,218.8565554,144.8894475,378.0432066,212.8069266,335.7025292,302.4915035,268.9113308,153.9056421,177.6488003,301.7371372,293.7317815,107.2842392,161.9157544,348.3149168,190.5979643,205.3383582,194.3678119,171.1466203,165.3144331,497.7488314,326.927616,202.4508894,202.8954781,299.4879182
EIF5A,272.634166,336.6313246,193.8117026,182.5285887,218.0840591,298.156278,404.4224049,327.906981,407.4241433,211.814172,212.4189368,145.5589834,293.4035812,200.0913744,364.3373672,278.1007484,287.677702,207.2743718,212.5047953,197.1433983,203.6940666,196.9814045,227.6054851,215.2277243,450.9665803,251.8611443,312.4861231,201.0376492,240.1617489,373.6882654,246.6741925,215.0811697,346.8332633,334.408026,697.2064654,244.2109766,366.810572,186.5104025,205.6999535,236.597202,268.1244148,176.3681509,193.4337715,188.0635904,224.1911839,421.4028134,145.1660892,244.779111,197.530596,266.5639683,217.5402631,450.2273544,252.2544854,290.9726945,256.9131912,211.9718275,241.5311897,236.1180027,181.8286125,169.1102433,443.6389735,186.4622201,257.9598227,279.9463723,194.3492439,205.4047527,316.3479999,241.7462777,281.105935,311.2529212,283.9643222
SREBF2,302.7908102,250.438691,223.0253334,312.8573755,178.15804,337.8204251,253.2961402,130.0262027,141.6841224,361.1220666,274.4130131,321.5468401,223.8222515,339.8982891,152.3485781,282.8264135,199.0662773,340.7407523,231.1402473,322.5669124,161.577811,408.3833481,201.1947031,412.663798,213.3753155,187.4941377,250.923271,307.9496473,134.4905796,191.206739,338.6354474,264.1849861,409.3820135,226.9807426,129.2709001,323.3997106,240.9068546,239.5817898,345.9818904,177.220214,201.93886,219.0870182,206.7419007,359.0766898,160.2186382,140.4497982,365.4357355,261.9643782,267.9040269,296.807424,383.5692737,259.0980858,360.6619893,187.7154894,369.3990464,399.6001995,153.0824085,233.2865564,444.4000277,317.0352425,534.4549176,211.6747611,437.0240416,316.5162792,301.1007009,243.4426739,175.5639732,167.1241545,224.1317126,124.1639638,153.9978675
PCBP1,247.6762923,343.5794308,231.1294813,253.8860175,265.1059875,287.6956058,295.9348471,283.6480629,318.9172825,226.129024,218.7373073,210.0500168,262.9427272,220.5738141,356.9598657,312.6077687,320.4772225,275.6607435,233.049248,261.6153688,220.8494483,202.3734308,243.6519694,248.1752239,373.3070092,242.8402965,244.893566,275.6833194,322.1008799,348.6967773,271.1552643,200.2855183,278.9144126,252.623273,212.128046,231.9244222,205.2064465,287.9648902,227.8037178,272.0966836,221.2801099,288.167272,286.2924226,212.4323236,251.843514,310.4693772,200.0434945,235.9646723,220.4158535,306.9014692,338.022991,298.3108692,317.6869588,238.4315219,244.8846631,235.7307149,347.245295,258.597225,210.0245129,239.2232916,362.9621074,211.4757181,245.8107786,246.0881119,237.3359174,252.7742763,275.5141178,250.999201,245.2539607,265.0677799,333.90014
NBR1,318.5754884,293.2462547,299.9825071,360.8462941,295.0332176,258.8342191,270.8452614,306.5163066,289.7319654,229.3227758,319.9634545,308.6536786,213.1153011,254.439199,280.9651172,298.1800116,324.0299316,262.0861529,208.0504675,229.1492902,282.6046454,196.2133559,303.8224876,303.3073806,164.6773134,226.2937645,281.7852467,286.4802056,327.6212182,298.4644948,361.0900199,351.2253318,298.4549839,304.5782809,188.6867572,174.4565607,187.7614632,317.3239758,288.9264278,311.4173571,360.9421687,225.9571664,266.647094,175.0279725,309.2214705,234.4213439,238.3863267,298.2829512,256.6213718,203.4085166,235.1695262,231.8106923,249.8421152,245.8917756,295.2939695,222.7656278,245.3824803,175.4511878,231.7656484,321.1501682,162.2084353,252.656201,282.257911,262.5321325,261.5568406,265.6086527,197.4883642,222.8594254,259.0734157,269.7645754,202.8543346
CDC42EP4,216.6908536,243.3642512,182.8485305,446.8090426,292.2916195,127.5806377,348.1067001,494.3950765,348.3951891,237.107547,268.5704974,323.0354799,408.6070188,165.5527655,406.4152137,253.6044286,189.3478977,304.6171366,325.4386846,362.8561396,320.1085618,441.7543525,142.251532,197.8168016,90.58804482,225.6707763,301.7845398,294.189313,232.6659938,170.2870105,416.5975357,177.5881061,279.3638939,454.547702,191.062139,74.70664781,201.6809797,244.3534226,200.8344639,428.7062109,249.2287248,98.66147902,72.09499382,306.8833925,173.4577812,265.5404037,225.6829346,408.9167074,265.2265009,125.9628359,149.8970266,436.275237,394.1367552,301.7866393,282.5641289,219.1955339,223.4536803,274.8226451,247.00542,195.1006511,51.04730758,265.7269101,256.6912442,279.3244363,247.9553023,105.0284388,228.5780737,719.3060744,244.4264496,149.6651436,218.9810975
PKN1,238.8044733,354.4978866,201.9588465,236.0940816,222.6457162,183.701,256.9418272,237.6160606,252.2811242,217.2321449,261.3532783,211.8666656,382.8218113,255.4796417,392.5415999,306.994834,350.3658164,243.6238869,225.8980802,293.9663941,280.8306734,152.3247618,191.2395176,224.1601556,256.1745613,287.6455109,267.2403047,239.3137605,227.7680477,380.0867573,255.8050945,185.288295,273.8045304,252.5395262,637.1342555,178.8759598,304.203154,198.1373481,186.2380004,197.5339146,226.54579,151.4186771,154.5531768,150.9895757,197.338203,486.2319621,119.1233646,222.6947905,203.6265913,334.0509628,274.0988006,474.8124427,325.893997,277.9457674,228.8182892,251.3472742,265.7131236,243.0365795,233.9327731,197.5961562,289.4412479,251.8157806,354.5666765,388.3624655,222.5948598,284.8739013,352.8886548,203.4282822,239.8544436,269.6742528,332.9795208
NCKAP1,252.8750629,339.3203337,250.863192,531.2922957,200.4594733,196.3582382,343.804332,283.284356,270.6408143,312.9591512,316.0243858,362.1691251,223.2135878,255.3980358,177.6475196,223.74592,278.6927883,265.0639401,159.7800928,291.1822745,220.0981144,333.1144123,255.2739227,253.5493272,291.5227482,240.3234279,157.96912,284.7601651,214.3189937,402.2944905,388.7855475,358.9658373,234.2739119,290.7102107,65.85439683,239.8229237,265.9700821,248.2290693,273.5317166,261.4844556,345.7729546,190.108442,286.5347272,288.0795732,264.1833943,156.8774561,286.2062941,308.003913,318.3896787,257.9588921,284.8695559,172.9474575,225.54431,243.724425,269.4730131,240.9292713,187.5344686,184.6349246,321.2468589,265.7446649,203.988125,272.1627432,219.0975175,280.8170859,372.2117707,264.1856506,247.9217041,167.695663,211.0983885,376.1349164,180.092747
FAM168B,291.4891345,336.36062,268.7267184,358.589105,244.5094122,240.2714701,287.7377123,262.1664659,313.8884834,316.409542,291.8612409,270.1760459,231.6518772,241.913087,272.9347457,179.9418712,201.7938373,278.4742402,200.1417619,305.6320934,279.5158445,324.6188358,273.9417872,280.0537626,251.4732976,237.2832517,290.9448753,259.2911119,230.0681905,359.2708957,300.807412,262.3909649,305.3154731,275.1002626,162.807569,273.8773701,250.9969826,294.5493303,257.4717991,229.1330046,272.0534267,198.0461244,200.4233325,318.1910949,244.8492502,180.4104108,287.8969729,298.7458586,284.3396468,276.5419893,257.1457276,242.2380591,296.3735316,267.5652917,299.5868328,283.8539323,234.6407777,216.5194684,289.8352231,215.6752907,303.7365042,282.5131583,293.3335413,249.7202275,238.8633668,207.7581808,218.9062534,209.9325441,278.6647713,264.2247656,202.0924416
PGK1,246.9793537,275.4879724,231.3014549,373.3461693,214.5821821,364.5572694,282.0767002,216.0662661,284.5385876,199.2387785,189.4983094,334.5913849,267.8673698,251.256668,232.3585152,151.6264362,182.2424849,192.7140326,184.0819385,236.0750801,213.3570121,272.7832713,260.1075658,302.9559407,246.106759,237.9809933,177.093879,179.6925541,343.8033813,276.3606285,326.1037443,276.985039,202.6446841,191.3391418,175.4346131,189.2662478,297.4764055,258.1057239,267.1267532,296.3305733,284.2657528,285.7222608,605.3519084,338.8498838,266.6064111,194.3004582,215.9421222,259.9777507,302.0045754,969.975712,163.3483963,248.1126318,211.3436491,258.4852285,208.2465366,260.0115418,212.7643733,215.5346208,317.7048948,258.3908924,297.9379584,304.4967231,187.9198523,236.0873591,248.1492621,194.9511674,307.3997586,182.935775,212.6292863,306.3453748,232.822176
TBC1D14,316.3528276,284.0783605,327.5839087,386.6427028,221.0099681,306.0603033,434.6521888,253.1191887,295.931102,285.7552304,301.2198315,191.8330664,209.4633189,243.7287571,225.2095218,292.5477912,236.197809,308.2520913,144.5990134,316.4004288,337.8691848,326.3900508,256.5770357,295.6342741,175.9647835,325.3736009,308.5737158,231.6046584,199.8686956,304.4682702,257.2492703,328.3666588,304.6057677,393.4478095,114.8310622,185.6304301,425.2441582,221.7037932,316.7319366,251.1494163,425.8518071,306.3326948,240.16132,170.0474979,217.8463861,250.5818855,209.5981802,379.4066594,388.0053188,209.287038,136.8803527,259.0099665,272.4736409,227.4122468,228.8182892,226.6071364,169.8761508,152.4302976,125.3435982,219.604381,193.1954548,308.5882338,288.3324303,322.0888387,285.5837987,242.7585359,212.128749,176.5403682,227.7107033,211.4159437,249.837815
PHC2,269.7710716,245.6020877,264.1049894,110.4503767,243.818254,329.9344083,231.6257999,223.2268003,244.2533353,211.6145639,258.9211044,217.0643026,240.3391681,229.652185,266.7977144,268.9966033,241.3549694,267.5488504,226.4132059,325.3740469,288.1144058,318.8349449,242.9397985,230.4567906,383.9735605,281.4405621,255.7332305,255.8924799,261.0253778,366.7080977,232.0926969,264.6687684,336.8737286,239.8606289,522.2719345,310.9251001,237.6042603,193.2406938,285.353333,423.518894,321.0647622,272.3091172,271.7168601,189.7406906,205.1567905,308.1187549,150.2536483,268.8500535,244.7830079,293.0946715,300.3494962,301.0131745,169.2141918,266.0823674,238.700383,257.0260211,236.893917,205.021335,98.54584178,165.6324629,305.1274844,198.8031,245.3472577,310.5208057,243.1790046,261.7501282,298.0414937,197.2505906,358.3335197,340.5175596,280.4088179
C14orf132,168.7529012,264.5514737,315.6748929,212.2134323,464.8512624,192.0191265,274.4683047,598.0068617,217.2075414,289.2341366,399.9344966,385.4575554,251.57178,164.9407395,324.2507906,225.2889936,280.3430756,349.0374775,388.0113896,299.8797774,371.6164479,271.8428006,186.0270655,159.0119655,78.74618173,187.8928488,126.6468645,430.2176736,459.0269025,301.6221917,330.9254228,299.6219764,494.972538,266.4410919,69.66751361,147.8304649,122.2769434,413.9234848,348.965804,386.0197206,248.1958378,143.7737064,83.2410125,281.0408467,224.4409805,279.9646838,319.3219648,324.8998596,322.98694,132.5955117,138.9089233,220.2377798,517.5407545,189.8143948,240.2942698,381.7079655,188.8182303,234.9608019,156.8717417,293.9651033,111.0270557,162.643005,257.5207009,222.9271709,348.2817925,140.4119074,145.6802338,401.6858119,150.6899923,122.6886861,118.8237528
ZFP36L1,167.8110967,307.1966125,261.2459653,165.6091749,408.2682876,375.8461546,225.7157081,370.6883299,190.4726184,379.7142628,233.9912858,174.7767522,216.3246187,211.8218563,330.0940274,304.3523164,273.4439447,274.4080229,229.7463777,482.2282181,288.6987711,250.5254884,185.5270331,151.0606365,291.9440895,218.9425143,258.2878006,341.2314167,430.4239725,327.7978175,165.1249633,193.3311638,172.7187559,247.665603,202.0951718,154.6006083,172.9909781,451.4922798,203.5142877,263.2861584,287.9922344,410.2457845,201.8212447,187.6061999,330.5789568,155.354892,451.4124034,399.9286819,241.684491,185.0381278,184.6967054,265.5894881,635.1252191,179.2057805,225.6517693,142.6994459,470.7225147,338.2716647,67.27402352,470.1901855,164.6719755,221.1184081,169.7206824,118.4665961,217.7215823,113.9769277,244.2073412,362.1975922,335.0804239,88.78746903,170.8865234
RUFY3,248.1471946,144.2499441,293.5335846,487.0210971,207.5784229,288.7938835,341.0870494,209.1103188,178.8606606,232.8872337,343.9944245,319.7554228,267.9227029,306.6653329,87.64858437,338.3385484,289.0071035,239.5371332,193.5057198,275.5359721,281.4359092,175.1781818,305.7317023,151.0459898,236.0833074,286.1254256,306.2723009,189.3082086,278.7229314,216.5929435,363.7687277,397.8296091,255.3285199,435.0017632,148.3052252,222.0512939,194.2856027,228.2465576,249.0522237,189.2381671,385.7516235,142.1723946,150.2476035,212.254449,244.8992095,240.9656932,214.8408499,295.8912914,314.668089,310.150125,275.1372373,333.264582,163.9417876,310.4560467,343.9393705,278.8641517,194.9750611,160.5553168,185.9997398,313.822942,132.3442521,242.703882,297.7003659,336.5426598,320.3998565,343.3264117,285.2824112,163.6951295,286.0710065,434.7545158,254.4726699
RPL14,213.2438415,325.3338791,258.9888379,181.7509006,275.8880848,242.4320243,348.2199181,252.7554764,398.408877,148.7090648,221.8832773,164.3814887,429.661252,172.2850411,260.5953911,348.1177886,292.9723818,149.9776804,315.1058526,168.81899,240.0501171,171.4476493,289.594303,214.2905514,319.7968617,303.6188978,163.9988303,303.722075,342.9915689,302.9932946,261.4886197,284.54412,411.8186667,350.3362054,497.4554225,281.0706451,208.3469428,235.4561,175.765795,302.0920596,216.5612519,206.724204,129.7448931,148.0419506,263.184213,380.0531949,110.3132008,247.4407997,217.1489341,125.2860309,330.488293,476.1929694,156.1326694,240.3707287,201.9134915,177.3356367,189.1326199,205.3660314,189.052353,128.9166931,314.6967603,150.1252014,387.0129201,411.6975481,250.549536,285.3664773,180.8943247,302.2440778,347.2241642,404.8877251,365.9631911
CSPG5,623.8715062,556.1013068,231.7528814,688.6314433,84.80534677,47.56817237,414.9518809,177.1720619,166.3709548,565.4936581,335.1645608,107.8635257,559.057623,379.7819202,107.7898023,328.1349645,105.0914105,129.4412357,130.9633111,385.5892991,257.8524754,268.5511582,266.5019179,522.5620193,101.3876478,272.7436663,342.8417831,294.6659511,91.68090319,370.3020543,272.0171112,99.13488076,594.8518128,404.0498471,77.54378829,221.7065172,539.8015501,75.86687337,165.6166884,107.3299951,116.5335643,34.59178048,10.64277271,324.5945563,265.5073112,138.0991703,349.5991551,299.4787839,240.9940592,75.53128983,56.82418328,542.3112978,273.169998,310.8210758,425.3763298,274.3545564,72.59821329,69.45660864,452.7888917,13.85801241,385.687041,271.7646522,614.7952942,391.1238675,195.4160282,102.2097977,200.1897237,177.7105924,174.5016579,57.92712457,145.04561
MT3,154.2867547,66.1243321,517.0533353,57.01765825,1027.086988,99.81753931,92.70466573,62.39893913,134.2415023,96.26879985,318.4036931,84.85263621,101.7021756,241.8722815,614.4214575,61.56870431,51.09023927,81.46809076,517.8838462,269.2314362,368.5693878,51.34965387,781.201544,119.6799669,19.71426319,53.15324225,167.865207,539.6164764,264.5432394,92.57032289,218.5360948,813.3777161,166.5206592,317.4916627,161.1823105,104.6394577,164.9877633,320.553685,59.26013747,384.7129928,298.1995553,109.3713252,234.8492548,372.49347,922.9183016,158.5602876,327.2790351,119.9496747,267.5335527,260.2213503,199.6936571,293.4937171,684.3177041,330.1219109,155.967067,523.6975654,113.3904941,212.2846131,281.7725931,281.4875779,105.4296153,221.3838038,367.7403363,290.8675888,61.04932476,187.7266998,30.17317409,873.6938505,145.33185,17.73340599,262.3455768
CTNND1,225.0571107,276.2953985,258.9495021,284.2271535,225.6946507,242.1940032,341.5288353,305.0616984,193.8841543,281.3350213,285.3942919,304.6936378,184.8677696,230.5763423,203.6734337,352.9626597,299.0349087,276.9510502,177.4062008,319.2443755,223.715148,266.6231964,286.1063513,234.8594558,211.3276045,186.5033383,336.5649072,267.5323965,237.2530184,358.9098412,293.5262154,306.6882118,200.5326037,286.2722626,129.6459588,251.1939413,276.7284289,220.6440352,313.6203034,275.0320723,324.8651636,306.705301,359.3420987,136.9055148,276.0229391,194.0600569,375.1529796,329.4473022,314.6728029,318.9091249,236.6416921,241.8268394,250.4193454,242.6749697,291.2824749,190.4230665,241.5049865,200.45606,220.691417,276.1076465,245.2653856,266.4346352,203.3759734,251.1879966,267.4971472,215.7546252,284.1804052,164.2788836,279.0975593,305.1118655,180.2197301
EIF3A,338.5794628,348.1814264,290.7175512,365.7969251,279.8046588,245.7808777,421.9715315,313.9950864,220.407683,244.5501275,339.5001817,170.18467,200.1950281,193.5223054,322.8144611,282.0741651,168.9026336,206.2886233,221.1407373,158.7639417,258.1029201,227.3272295,275.7449326,288.8104766,277.6407154,265.6914522,339.9189893,270.4195785,312.0343816,188.2983367,302.6708646,350.8423354,303.3756087,282.0845409,80.32548766,212.2565259,304.1423686,276.2962689,290.7889949,267.998303,290.159265,276.7514695,189.3145927,162.0939958,261.085937,229.3194193,215.6163929,316.8376379,272.1139716,164.52131,180.9776594,183.9329115,307.4903371,164.4449718,292.6374898,248.5705293,329.92757,231.8831424,266.7425477,256.7714662,218.6520726,216.8942021,250.689911,298.7786311,292.9543301,309.1470149,137.8173584,227.2681717,289.3189939,406.6640763,219.8699736
